Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
Q925J4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1669	IPR036236	187..271,425..517,863..915,1180..1232,1243..1291,1403..1496,1501..1627
Q925J5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1669	IPR036236	187..271,425..517,863..915,1180..1232,1243..1291,1403..1496,1501..1627
Q925T4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	496	IPR036236	49..178,187..237
Q96EQ9	reviewed	Histone-lysine N-methyltransferase PRDM9	10090	Mus musculus	843	IPR036236	518..574,574..630,630..686,686..742,742..839
Q99JB0	reviewed	Krueppel-like factor 7	10090	Mus musculus	301	IPR036236	232..300
Q99K45	unreviewed	Zinc finger protein 810	10090	Mus musculus	461	IPR036236	112..163,162..219,218..275,274..331,330..387,400..452
Q99K53	unreviewed	Zfp111 protein	10090	Mus musculus	700	IPR036236	204..302,302..357,357..413,413..469,469..525,524..581,581..637,636..691
Q99K61	unreviewed	Zinc finger protein 94	10090	Mus musculus	480	IPR036236	153..250,250..306,305..362,362..455
Q99KB9	unreviewed	Zinc finger protein 386 (Kruppel-like)	10090	Mus musculus	626	IPR036236	377..472,471..528,527..621
Q99KE8	reviewed	Zinc finger protein 64	10090	Mus musculus	643	IPR036236	159..251,314..362,368..458,491..518,519..546
Q99KM1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	563	IPR036236	114..209,209..265,265..321,320..377,376..454,460..554
Q99KZ6	reviewed	Zinc finger protein 639	10090	Mus musculus	485	IPR036236	203..255,259..311,397..449
Q99LG7	unreviewed	Zinc finger protein 958	10090	Mus musculus	467	IPR036236	56..112,111..168,167..224,223..280,279..358,363..457
Q99LH4	reviewed	Zinc finger protein 672	10090	Mus musculus	468	IPR036236	10..143,164..211,210..288,295..351,351..407
Q99LI5	reviewed	Zinc finger protein 281	10090	Mus musculus	893	IPR036236	266..360
Q99LP9	unreviewed	Matrin-type domain-containing protein	10090	Mus musculus	97	IPR036236	38..89
Q99M29	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	292	IPR036236	261..284
Q99M85	reviewed	Transcriptional repressor scratch 1	10090	Mus musculus	348	IPR036236	191..244,248..323
Q99MD8	reviewed	Myoneurin	10090	Mus musculus	610	IPR036236	303..418,424..517
Q99NJ4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	68	IPR036236	3..57
Q99PG9	unreviewed	Zinc finger 202 m1	10090	Mus musculus	641	IPR036236	399..482,482..538,538..635
Q99PV8	reviewed	B-cell lymphoma/leukemia 11B	10090	Mus musculus	884	IPR036236	427..476,787..869
Q9CPW7	reviewed	Zinc finger matrin-type protein 2	10090	Mus musculus	199	IPR036236	74..121
Q9CQR5	reviewed	Zinc finger matrin-type protein 5	10090	Mus musculus	170	IPR036236	2..60
Q9CRL6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	300	IPR036236	184..300
Q9CS08	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	137	IPR036236	1..134
Q9CS13	unreviewed	Uncharacterized protein	10090	Mus musculus	278	IPR036236	192..276
Q9CS56	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	242	IPR036236	7..93
Q9CSB1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	240	IPR036236	38..176
Q9CSC5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	288	IPR036236	46..182,214..264
Q9CSE2	unreviewed	Zinc finger protein 397	10090	Mus musculus	312	IPR036236	264..312
Q9CSL2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	290	IPR036236	2..50,50..128,136..188,188..281
Q9CTH2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	144	IPR036236	10..62
Q9CUC2	unreviewed	Uncharacterized protein	10090	Mus musculus	399	IPR036236	171..266,266..322,321..399
Q9CVJ7	unreviewed	Uncharacterized protein	10090	Mus musculus	177	IPR036236	101..177
Q9CVS3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	201	IPR036236	10..65,70..116
Q9CWD0	reviewed	Gametocyte-specific factor 1-like	10090	Mus musculus	151	IPR036236	6..34
Q9CWH1	reviewed	Zinc finger and BTB domain-containing protein 8A	10090	Mus musculus	434	IPR036236	275..324
Q9CX96	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	627	IPR036236	234..315,325..419,418..512
Q9CXE0	reviewed	PR domain zinc finger protein 5	10090	Mus musculus	599	IPR036236	167..271,288..373,382..439,438..495,495..589
Q9CY99	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	499	IPR036236	100..177,183..261,267..324,324..462
Q9CYV4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	553	IPR036236	209..308,307..364,363..420,419..550
Q9CZ01	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	637	IPR036236	2..56,55..112,111..190,195..252,251..308,307..364,363..420,419..476,475..532,532..625
Q9CZ29	unreviewed	Zinc finger protein 773	10090	Mus musculus	471	IPR036236	249..306,306..362,362..459
Q9CZ37	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	228	IPR036236	133..185
Q9CZ86	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	475	IPR036236	120..175,246..363,368..462
Q9CZP3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	541	IPR036236	220..306,308..397,407..457,475..532
Q9CZZ3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	355	IPR036236	147..241,241..297,297..353
Q9D082	unreviewed	Zinc finger protein 715	10090	Mus musculus	183	IPR036236	118..161
Q9D0B1	reviewed	Zinc finger protein 524	10090	Mus musculus	321	IPR036236	117..211
Q9D0L1	reviewed	Zinc finger BED domain-containing protein 3	10090	Mus musculus	228	IPR036236	36..95
Q9D1T8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	221	IPR036236	74..211
Q9D278	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	417	IPR036236	59..111,125..182,181..275,293..351,350..407
Q9D2D7	reviewed	Zinc finger protein 687	10090	Mus musculus	1237	IPR036236	706..746,764..811,826..878,1136..1222
Q9D2H6	reviewed	Transcription factor Sp2	10090	Mus musculus	612	IPR036236	504..610
Q9D361	reviewed	U11/U12 small nuclear ribonucleoprotein 48 kDa protein	10090	Mus musculus	337	IPR036236	54..85
Q9D364	unreviewed	Zinc finger protein	10090	Mus musculus	415	IPR036236	104..189,198..255,254..311,311..405
Q9D4A7	unreviewed	Zinc finger protein 819	10090	Mus musculus	607	IPR036236	281..442,449..505,504..598
Q9D539	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	255	IPR036236	90..248
Q9D5K8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	531	IPR036236	205..366,373..429,428..522
Q9D654	unreviewed	Zinc finger protein 84	10090	Mus musculus	559	IPR036236	247..342,341..398,397..454,453..547
Q9D7Q9	unreviewed	Uncharacterized protein	10090	Mus musculus	249	IPR036236	215..244
Q9D8D8	unreviewed	Protein arginine N-methyltransferase 3	10090	Mus musculus	140	IPR036236	26..132
Q9D9Y1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	318	IPR036236	2..50,49..106,105..163,163..219,219..316
Q9DAI4	reviewed	Zinc finger and BTB domain-containing protein 43	10090	Mus musculus	467	IPR036236	363..446
Q9DAN2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	255	IPR036236	2..95,96..154,153..247
Q9DAN6	reviewed	Gametocyte-specific factor 1	10090	Mus musculus	167	IPR036236	13..43
Q9DAU9	reviewed	Zinc finger protein 654	10090	Mus musculus	1112	IPR036236	538..589
Q9DB38	reviewed	Zinc finger protein 580	10090	Mus musculus	172	IPR036236	90..172
Q9DB42	reviewed	Zinc finger protein 593	10090	Mus musculus	134	IPR036236	48..111
Q9DC47	unreviewed	Zinc finger protein 869	10090	Mus musculus	529	IPR036236	164..239,244..301,301..379,384..441,440..497
Q9DCC0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	120	IPR036236	27..81
Q9EPT3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	675	IPR036236	30..119,170..220
Q9EPW2	reviewed	Krueppel-like factor 15	10090	Mus musculus	415	IPR036236	334..403
Q9EPW7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1272	IPR036236	400..450,654..705,949..999,1080..1132
Q9EQB9	reviewed	Zinc finger protein 287	10090	Mus musculus	759	IPR036236	364..459,459..537,542..599,598..655,655..748
Q9ER74	reviewed	Sal-like protein 1	10090	Mus musculus	1322	IPR036236	450..500,704..790,1000..1050,1131..1183
Q9ERR8	reviewed	Zinc finger protein 319	10090	Mus musculus	581	IPR036236	76..166,199..295,295..351,351..449,466..559
Q9ERU3	reviewed	Zinc finger protein 22	10090	Mus musculus	237	IPR036236	53..189
Q9ES79	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	175	IPR036236	33..163
Q9ESP5	reviewed	Fez family zinc finger protein 2	10090	Mus musculus	455	IPR036236	270..365,365..421
Q9ESX2	reviewed	Transcription factor Sp6	10090	Mus musculus	376	IPR036236	268..340
Q9JHX2	reviewed	Transcription factor Sp5	10090	Mus musculus	398	IPR036236	310..382
Q9JIB9	unreviewed	KRAB zinc finger protein	10090	Mus musculus	540	IPR036236	79..174,173..230,229..286,285..342,341..398,397..454,480..537
Q9JIC0	unreviewed	KRAB zinc finger protein	10090	Mus musculus	545	IPR036236	218..375,382..438,437..535
Q9JJN2	reviewed	Zinc finger homeobox protein 4	10090	Mus musculus	3550	IPR036236	685..728,1368..1415,1510..1584,1917..2272,2939..2983
Q9JJQ3	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	464	IPR036236	131..180,214..309,309..365,364..458
Q9JJR1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	464	IPR036236	131..180,214..309,309..365,364..458
Q9JJZ6	reviewed	Krueppel-like factor 13	10090	Mus musculus	289	IPR036236	179..237
Q9JKD9	reviewed	Zinc finger and BTB domain-containing protein 32	10090	Mus musculus	465	IPR036236	348..400
Q9JLQ4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	704	IPR036236	12..101,152..202
Q9JLV7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	297	IPR036236	270..297
Q9JLY9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	163	IPR036236	90..162
Q9JLZ6	reviewed	Hypermethylated in cancer 2 protein	10090	Mus musculus	619	IPR036236	442..474,507..602
Q9JMC2	reviewed	Insulinoma-associated protein 2	10090	Mus musculus	493	IPR036236	203..253,353..420
Q9JMG9	unreviewed	POZ (BTB) and AT hook containing zinc finger 1	10090	Mus musculus	641	IPR036236	354..451,549..583
Q9QWM5	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
Q9QWM6	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
Q9QWM7	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
Q9QWM8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
Q9QWM9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
Q9QWN0	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	57	IPR036236	2..54
Q9QWN1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	29	IPR036236	1..29
Q9QWN2	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	32	IPR036236	1..32
Q9QX13	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	472	IPR036236	375..446
Q9QX66	reviewed	Zinc finger protein neuro-d4	10090	Mus musculus	387	IPR036236	191..219
Q9QX96	reviewed	Sal-like protein 2	10090	Mus musculus	1004	IPR036236	370..418,628..679,909..957
Q9QXT9	reviewed	Zinc finger protein 354B	10090	Mus musculus	601	IPR036236	214..308,341..434,438..492,491..585
Q9QY31	reviewed	Zinc finger protein SNAI3	10090	Mus musculus	287	IPR036236	176..279
Q9QYE0	reviewed	Zinc finger protein PLAG1	10090	Mus musculus	499	IPR036236	42..172,183..233
Q9QYE3	reviewed	B-cell lymphoma/leukemia 11A	10090	Mus musculus	773	IPR036236	378..427
Q9QZF3	unreviewed	BTB/POZ domain zinc finger factor HOF-L	10090	Mus musculus	741	IPR036236	576..671
Q9QZJ1	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	408	IPR036236	4..57,99..149
Q9R0B7	reviewed	Zinc finger protein 346	10090	Mus musculus	294	IPR036236	44..111,121..167,176..223,238..266
Q9R0G7	reviewed	Zinc finger E-box-binding homeobox 2	10090	Mus musculus	1215	IPR036236	211..263,278..328,985..1073
Q9R161	unreviewed	Zinc finger protein ZFP235	10090	Mus musculus	703	IPR036236	282..377,377..433,433..489,489..545,545..601,600..694
Q9R162	unreviewed	Zinc finger protein ZFP113	10090	Mus musculus	402	IPR036236	144..201,200..279,284..341,341..388
Q9R164	unreviewed	Zinc finger protein 111	10090	Mus musculus	701	IPR036236	205..303,303..358,358..414,414..470,470..526,525..582,582..638,637..692
Q9R166	unreviewed	Zinc finger protein 109	10090	Mus musculus	644	IPR036236	281..376,380..430,430..486,486..542,541..639
Q9R167	unreviewed	Zinc finger protein ZFP108	10090	Mus musculus	641	IPR036236	278..373,373..429,429..485,487..539,539..632
Q9R1Y5	reviewed	Hypermethylated in cancer 1 protein	10090	Mus musculus	733	IPR036236	433..463,505..600
Q9WTJ2	reviewed	Putative transcription factor Ovo-like 1	10090	Mus musculus	267	IPR036236	116..192
Q9WTJ4	reviewed	Flt3-interacting zinc finger protein 1	10090	Mus musculus	500	IPR036236	37..131,203..254,336..383,416..498
Q9WUF2	reviewed	Early growth response protein 4	10090	Mus musculus	478	IPR036236	372..448
Q9WUK6	reviewed	Zinc finger and BTB domain-containing protein 18	10090	Mus musculus	522	IPR036236	368..396,411..484
Q9WVG7	reviewed	Protein odd-skipped-related 1	10090	Mus musculus	266	IPR036236	173..258
Q9WVI0	unreviewed	Zinc finger protein Zim1	10090	Mus musculus	579	IPR036236	268..362,361..455,473..567
Q9WVL8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	841	IPR036236	164..256,256..312,531..625,625..681,681..774
Q9Z0G7	reviewed	Zinc finger and BTB domain-containing protein 22	10090	Mus musculus	638	IPR036236	504..556
Q9Z0Z7	reviewed	Krueppel-like factor 5	10090	Mus musculus	446	IPR036236	376..445
Q9Z116	unreviewed	KRAB-containing zinc-finger protein KRAZ2	10090	Mus musculus	606	IPR036236	298..354,353..410,409..466,465..559
Q9Z117	unreviewed	KRAB-containing zinc-finger protein KRAZ1	10090	Mus musculus	652	IPR036236	225..319,318..375,374..431,430..487,486..543,542..636
Q9Z150	unreviewed	Zinc finger and BTB domain containing 12	10090	Mus musculus	459	IPR036236	331..433
Q9Z162	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	518	IPR036236	71..100,172..270
Q9Z1D7	reviewed	Zinc finger and SCAN domain-containing protein 12	10090	Mus musculus	501	IPR036236	277..356,361..418,440..492
Q9Z1D8	reviewed	Zinc finger protein with KRAB and SCAN domains 5	10090	Mus musculus	819	IPR036236	350..447,536..633,633..688,689..742,762..814
Q9Z1D9	reviewed	Zinc finger protein 394	10090	Mus musculus	521	IPR036236	325..418,421..512
Q9Z248	reviewed	Zinc finger protein AEBP2	10090	Mus musculus	504	IPR036236	254..283,305..347
Q9Z2U2	reviewed	Zinc finger protein 292	10090	Mus musculus	2698	IPR036236	541..590,721..774,2233..2259
Q9Z2X6	unreviewed	Zinc finger protein s11-6	10090	Mus musculus	587	IPR036236	137..232,231..310,316..372,371..428,427..484,483..577
R4GMK9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	374	IPR036236	90..153
S4R1D8	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	485	IPR036236	38..90,96..180,198..282
S4R1G9	unreviewed	Zinc finger protein 82	10090	Mus musculus	500	IPR036236	122..175,174..268,287..343,342..399,398..492
S4R1L6	unreviewed	Myeloid zinc finger 1	10090	Mus musculus	814	IPR036236	444..538,564..658,657..714,714..811
S4R1R9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	429	IPR036236	22..74,80..164,182..266
S4R299	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1847	IPR036236	38..90,96..145,198..282,482..577,668..765,979..1076,1178..1272,1660..1711,1723..1804
S4R2G4	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	72	IPR036236	22..72
S4R2I9	unreviewed	C2H2-type domain-containing protein	10090	Mus musculus	1304	IPR036236	839..886,902..953,1022..1072
S4R2S3	unreviewed	tRNA:m(4)X modification enzyme TRM13	10090	Mus musculus	64	IPR036236	17..43
V5MZ70	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	284	IPR036236	15..71,71..127,127..183,183..276
V5MZ76	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	312	IPR036236	10..99,99..155,155..211,211..304
V5MZ81	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	284	IPR036236	15..71,71..127,127..183,183..280
V5MZ86	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	340	IPR036236	15..71,71..127,127..183,183..239,239..332
V5MZ90	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	340	IPR036236	15..71,71..127,127..183,183..239,239..332
V5MZ99	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	309	IPR036236	12..68,68..124,124..201,208..301
V5MZA3	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	480	IPR036236	10..99,99..155,155..211,211..267,267..323,323..379,379..472
V5MZB3	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	340	IPR036236	15..71,71..127,127..183,183..239,239..332
V5MZB6	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	312	IPR036236	10..99,99..155,155..211,211..304
V5MZC1	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	340	IPR036236	15..71,71..127,127..183,183..239,239..332
V5MZD2	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	340	IPR036236	15..71,71..127,127..183,183..239,239..332
V5MZD3	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	284	IPR036236	15..71,71..127,127..183,183..276
V5MZD7	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	284	IPR036236	15..71,71..127,127..183,183..276
V5MZE3	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	396	IPR036236	15..71,71..127,127..183,183..239,239..295,295..392
V5MZE9	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	368	IPR036236	10..99,99..155,155..211,211..267,267..360
V5MZF1	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	284	IPR036236	15..71,71..127,127..183,183..276
V5MZF2	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	396	IPR036236	15..71,71..127,127..183,183..239,239..295,295..392
V5MZF6	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	284	IPR036236	15..71,71..127,127..183,183..276
V5MZF8	unreviewed	C2H2-type domain-containing protein	39442	Mus musculus musculus	396	IPR036236	15..71,71..127,127..183,183..239,239..295,295..388
V5MZG0	unreviewed	C2H2-type domain-containing protein	10092	Mus musculus domesticus	368	IPR036236	10..99,99..155,155..211,211..267,267..364
V5MZG2	unreviewed	C2H2-type domain-containing protein	10091	Mus musculus castaneus	284	IPR036236	15..71,71..127,127..183,183..276
